customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
XXXX-22763-XX,Male,Yes,No,No,8,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,62.68,5252.84,No
XXXX-22874-XX,Female,Yes,No,Yes,72,No,No phone service,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,116.51,1941.03,Yes
XXXX-22910-XX,Male,No,Yes,Yes,24,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Mailed check,79.54,8709.47,Yes
XXXX-23046-XX,Female,Yes,Yes,Yes,49,No,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Credit card,31.15,6067.32,No
XXXX-23116-XX,Female,Yes,Yes,No,49,No,No phone service,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer,59.1,1852.58,Yes
XXXX-23234-XX,Male,Yes,Yes,Yes,55,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,102.89,3798.43,No
XXXX-23284-XX,Male,Yes,Yes,Yes,9,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,49.33,4227.85,No
XXXX-23403-XX,Female,Yes,Yes,No,68,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,No,Bank transfer,84.56,5977.86,Yes
XXXX-23456-XX,Female,No,Yes,No,57,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card,58.73,5916.78,No
XXXX-23500-XX,Female,No,Yes,No,24,No,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card,60.29,8984.8,Yes
XXXX-23545-XX,Male,Yes,No,Yes,27,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,79.98,5347.57,No
XXXX-23807-XX,Female,Yes,Yes,No,77,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,45.95,7739.6,Yes
XXXX-23843-XX,Male,Yes,No,No,48,No,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Two year,Yes,Credit card,20.16,945.11,No
XXXX-23918-XX,Female,No,Yes,No,46,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,27.53,1545.55,Yes
XXXX-23986-XX,Male,Yes,No,Yes,43,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,112.68,4267.86,No
XXXX-24388-XX,Female,No,Yes,No,75,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,95.18,3854.16,Yes
XXXX-24397-XX,Male,Yes,No,Yes,37,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,105.81,6153.02,No
XXXX-24489-XX,Female,Yes,Yes,No,63,No,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,19.04,2705.6,Yes
XXXX-25034-XX,Male,No,No,Yes,79,No,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,68.04,6801.18,No
XXXX-25151-XX,Female,No,No,No,38,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,32.16,2980.82,Yes
XXXX-25254-XX,Male,No,No,Yes,1,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,85.99,4893.46,No
XXXX-25305-XX,Male,No,Yes,Yes,2,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer,93.48,7139.74,Yes
XXXX-25338-XX,Female,Yes,Yes,No,37,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,78.21,663.96,No
XXXX-25485-XX,Female,No,No,Yes,46,No,Yes,No,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,81.61,7299.78,No
XXXX-25707-XX,Male,No,No,Yes,46,No,No phone service,No,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer,79.22,361.22,No
XXXX-25708-XX,Female,No,Yes,No,57,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,One year,Yes,Bank transfer,70.04,8718.15,No
XXXX-25795-XX,Female,No,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,107.25,1911.91,Yes
XXXX-26023-XX,Female,No,Yes,Yes,14,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,64.95,3966.64,No
XXXX-26364-XX,Male,Yes,No,Yes,39,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,59.08,1919.53,Yes
XXXX-26371-XX,Female,Yes,No,Yes,67,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,62.71,915.87,Yes
XXXX-26389-XX,Female,No,No,No,78,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,45.79,1959.01,Yes
XXXX-26646-XX,Female,Yes,Yes,Yes,9,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,One year,No,Bank transfer,48.87,3711.16,Yes
XXXX-26748-XX,Female,No,No,No,57,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,82.76,4927.69,Yes
XXXX-26779-XX,Male,No,No,Yes,67,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Electronic check,44.87,7016.36,No
XXXX-26896-XX,Male,No,No,Yes,78,No,No,DSL,No,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer,98.15,2215.18,No
XXXX-26907-XX,Female,No,Yes,Yes,19,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Two year,No,Bank transfer,117.3,4659.55,Yes
XXXX-26964-XX,Male,No,No,No,67,No,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer,81.43,7039.87,No
XXXX-27019-XX,Male,Yes,No,Yes,5,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Bank transfer,72.07,4204.38,Yes
XXXX-27100-XX,Male,No,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card,88.82,1373.62,No
XXXX-27144-XX,Female,Yes,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,47.63,1777.37,Yes
XXXX-27159-XX,Male,Yes,No,Yes,68,No,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,23.01,2995.92,Yes
XXXX-27260-XX,Female,Yes,No,No,58,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer,18.42,3976.02,No
XXXX-27429-XX,Male,Yes,No,No,39,No,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,No,Credit card,115.06,2838.64,Yes
XXXX-27640-XX,Female,No,Yes,No,64,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,32.74,866.6,Yes
XXXX-27955-XX,Female,No,No,Yes,62,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer,78.6,2311.98,No
XXXX-28017-XX,Female,No,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,66.47,1570.46,Yes
XXXX-28030-XX,Male,No,No,Yes,24,No,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer,18.02,4407.28,No
XXXX-28047-XX,Male,No,No,Yes,18,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.73,8892.08,Yes
XXXX-28070-XX,Female,No,Yes,No,38,No,No,DSL,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Credit card,42.9,5486.03,Yes
XXXX-28071-XX,Male,No,Yes,No,39,No,Yes,No,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,73.8,8929.7,No
XXXX-28141-XX,Female,No,No,No,0,No,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,55.52,1259.49,Yes
XXXX-28384-XX,Male,No,No,Yes,30,No,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,49.36,4401.77,Yes
XXXX-28431-XX,Male,No,Yes,Yes,27,Yes,No,No,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Bank transfer,88.96,3232.3,No
XXXX-28589-XX,Female,No,Yes,Yes,71,No,No,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,34.8,3096.54,No
XXXX-28711-XX,Female,No,Yes,Yes,11,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Credit card,106.9,5964.02,Yes
XXXX-28777-XX,Female,Yes,Yes,No,11,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,47.37,2041.02,Yes
XXXX-28888-XX,Male,No,No,Yes,39,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,30.86,2834.38,Yes
XXXX-29065-XX,Male,Yes,Yes,No,17,No,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer,98.15,5850.2,No
XXXX-29087-XX,Female,No,Yes,No,78,No,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card,80.92,6874.51,Yes
XXXX-29190-XX,Male,Yes,Yes,Yes,28,No,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,63.91,6763.34,Yes
XXXX-29198-XX,Male,No,Yes,Yes,39,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,No,Bank transfer,90.92,1242.84,Yes
XXXX-29216-XX,Female,Yes,No,Yes,56,No,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,28.24,8180.06,No
XXXX-29262-XX,Male,No,No,Yes,34,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card,19.51,8639.39,No
XXXX-29457-XX,Male,No,Yes,No,73,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Credit card,55.56,1358.88,No
XXXX-29508-XX,Female,No,Yes,Yes,42,No,No phone service,DSL,No internet service,No,No,Yes,No,No,One year,No,Bank transfer,69.61,8740.23,Yes
XXXX-29738-XX,Female,Yes,Yes,Yes,61,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,One year,No,Mailed check,77.07,8724.76,No
XXXX-29758-XX,Male,Yes,No,No,58,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,92.27,2268.35,Yes
XXXX-29830-XX,Male,No,Yes,No,48,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Mailed check,65.42,3173.95,No
XXXX-29870-XX,Male,Yes,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Two year,No,Credit card,110.9,279.14,No
XXXX-29963-XX,Male,No,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer,70.59,928.34,Yes
XXXX-30056-XX,Female,Yes,Yes,Yes,47,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,63.28,2103.08,No
XXXX-30128-XX,Male,No,Yes,Yes,61,No,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card,111.54,335.74,Yes
XXXX-30150-XX,Male,Yes,No,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,36.39,4388.1,No
XXXX-30159-XX,Female,Yes,No,No,40,No,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer,65.36,1374.12,Yes
XXXX-30309-XX,Female,No,Yes,No,53,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Mailed check,94,7460.28,No
XXXX-30358-XX,Female,Yes,Yes,No,72,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,105.17,5444.57,Yes
XXXX-30384-XX,Female,Yes,Yes,No,54,No,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Credit card,49.29,5663.89,No
XXXX-30559-XX,Male,No,No,No,25,Yes,No phone service,No,Yes,No internet service,No internet service,No,No,No internet service,Two year,No,Credit card,97.74,4023.73,Yes
XXXX-30618-XX,Male,Yes,Yes,Yes,54,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,34.13,8840.74,Yes
XXXX-30764-XX,Female,Yes,Yes,No,9,No,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,108.1,5995.34,No
XXXX-30932-XX,Male,No,Yes,Yes,20,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,38.86,3281.95,Yes
XXXX-31352-XX,Male,Yes,No,No,37,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,79.91,5525.84,No
XXXX-31357-XX,Male,Yes,Yes,Yes,64,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,22.32,2322.64,No
XXXX-31447-XX,Male,No,No,Yes,27,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,114.66,4701.01,No
XXXX-31545-XX,Female,No,Yes,No,8,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No,One year,No,Bank transfer,109.78,5755.52,Yes
XXXX-31677-XX,Female,Yes,Yes,No,45,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,57.34,8015.99,Yes
XXXX-31689-XX,Female,No,No,Yes,5,No,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,52.29,3501.19,Yes
XXXX-31732-XX,Male,No,No,Yes,6,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Credit card,102.97,6830.84,Yes
XXXX-31834-XX,Male,Yes,Yes,No,25,No,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Electronic check,114.25,372.41,No
XXXX-31918-XX,Female,No,No,Yes,58,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,56.44,5058.77,No
XXXX-31949-XX,Male,No,No,Yes,28,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Mailed check,75.66,3790.43,Yes
XXXX-31959-XX,Male,No,Yes,Yes,40,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,86.06,5534.11,No
XXXX-31976-XX,Female,No,No,Yes,70,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,117.65,5457.65,No
XXXX-32299-XX,Female,Yes,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Credit card,103.15,4934.19,No
XXXX-32399-XX,Male,Yes,Yes,Yes,32,No,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,20.36,8195.49,No
XXXX-32415-XX,Male,Yes,Yes,Yes,59,No,No,No,No,No,Yes,No,Yes,No,Two year,No,Bank transfer,99.72,1578.36,Yes
XXXX-32574-XX,Male,Yes,No,No,66,No,Yes,No,No,No internet service,No,No,Yes,No,Two year,No,Bank transfer,72.26,7206.92,Yes
XXXX-32662-XX,Male,Yes,No,No,41,No,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,19.85,2961.37,Yes
XXXX-32671-XX,Male,No,Yes,No,37,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,99.19,5542.11,No
XXXX-32677-XX,Male,No,No,No,9,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Mailed check,73.64,2089.19,No
XXXX-32700-XX,Male,Yes,No,Yes,12,No,Yes,DSL,No,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,82.22,6026.72,No
XXXX-33049-XX,Male,Yes,Yes,Yes,3,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,36.63,3158.04,Yes
XXXX-33061-XX,Female,No,Yes,Yes,37,No,No,No,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,110.11,8489.6,No
XXXX-33093-XX,Male,Yes,No,Yes,32,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,112.05,6967.26,No
XXXX-33247-XX,Female,No,Yes,Yes,63,Yes,Yes,No,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,99.04,2215.68,Yes
XXXX-33275-XX,Male,No,Yes,Yes,10,No,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,118.9,4508.4,No
XXXX-33289-XX,Female,Yes,No,No,16,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer,79.55,7474.65,No
XXXX-33321-XX,Male,Yes,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,75.47,3021.25,No
XXXX-33328-XX,Female,No,Yes,No,42,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,No,Mailed check,62.15,8499.13,No
XXXX-33386-XX,Female,Yes,No,Yes,37,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card,36.07,5037.34,Yes
XXXX-33419-XX,Male,Yes,Yes,Yes,17,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card,53.37,153.89,No
XXXX-33483-XX,Female,Yes,Yes,No,20,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,21.41,8376.45,Yes
XXXX-33524-XX,Female,No,No,No,7,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,42.89,1597.03,No
XXXX-33574-XX,Male,Yes,Yes,No,35,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,22.36,6755.14,No
XXXX-33624-XX,Male,Yes,No,Yes,30,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card,95.28,4757.08,Yes
XXXX-33625-XX,Male,Yes,No,No,56,No,No,DSL,Yes,No,No,No internet service,No,No,Two year,Yes,Bank transfer,100.17,3508.08,No
XXXX-33664-XX,Female,Yes,Yes,No,66,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer,111.38,133.08,Yes
XXXX-33714-XX,Male,No,No,No,40,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,70.53,6265.37,No
XXXX-33776-XX,Female,Yes,No,Yes,39,No,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,21.14,969.89,Yes
XXXX-33793-XX,Male,Yes,Yes,No,56,No,Yes,No,Yes,No internet service,No,Yes,Yes,No,One year,No,Electronic check,25.75,669.35,Yes
XXXX-33833-XX,Female,Yes,Yes,No,63,Yes,Yes,No,No,No,Yes,No,Yes,No,Two year,No,Credit card,76.08,6290.13,Yes
XXXX-33897-XX,Female,No,No,Yes,14,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,105.85,5216.73,No
XXXX-33954-XX,Female,Yes,No,Yes,17,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,78.55,5153.32,No
XXXX-33959-XX,Female,Yes,Yes,No,72,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,65.31,8294.15,No
XXXX-33960-XX,Male,No,No,No,28,No,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,119.87,90.45,Yes
XXXX-34071-XX,Female,No,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Credit card,96.71,3372.28,No
XXXX-34214-XX,Male,No,No,Yes,69,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,52.65,6885.78,Yes
XXXX-34285-XX,Male,Yes,No,No,53,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,73.65,8321.38,Yes
XXXX-34300-XX,Male,No,Yes,No,58,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer,22.08,1250.8,No
XXXX-34466-XX,Female,No,No,No,67,No,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,One year,No,Electronic check,28.22,5241.94,No
XXXX-34504-XX,Male,No,No,No,31,No,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,40.26,2227.53,No
XXXX-34538-XX,Female,Yes,Yes,Yes,53,No,No,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,49.61,6870.44,Yes
XXXX-34818-XX,Female,No,Yes,Yes,19,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card,42.44,184.77,No
XXXX-35184-XX,Male,No,Yes,Yes,35,No,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card,80.19,8795.15,Yes
XXXX-35289-XX,Female,No,Yes,No,71,No,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Mailed check,56.87,1953.67,No
XXXX-35342-XX,Female,Yes,Yes,No,6,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,96.01,1778.64,No
XXXX-35351-XX,Female,No,Yes,No,76,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,105.19,1436.04,Yes
XXXX-35470-XX,Female,No,Yes,No,12,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,19.69,6246.69,Yes
XXXX-35658-XX,Male,Yes,Yes,No,71,No,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,97.08,1877.43,No
XXXX-35934-XX,Female,Yes,Yes,Yes,66,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,58.3,3926.16,Yes
XXXX-35939-XX,Male,Yes,Yes,Yes,50,No,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,26.77,3273.39,No
XXXX-35945-XX,Female,Yes,No,No,58,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No,One year,No,Electronic check,37.67,8874.03,No
XXXX-36069-XX,Female,No,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,19.12,8013.15,No
XXXX-36092-XX,Male,No,No,Yes,53,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,No,Bank transfer,76.18,165.2,No
XXXX-36105-XX,Female,No,Yes,Yes,59,No,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,113.92,5986.09,Yes
XXXX-36309-XX,Male,Yes,No,Yes,59,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,62.09,4430.45,Yes
XXXX-36432-XX,Male,No,Yes,Yes,35,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card,23.09,1831.31,No
XXXX-36614-XX,Female,No,Yes,Yes,78,No,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,115.92,693,No
XXXX-36641-XX,Male,No,Yes,No,77,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,99.53,4843.34,Yes
XXXX-36646-XX,Male,Yes,No,Yes,14,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,89.7,6140,No
XXXX-36734-XX,Male,Yes,Yes,Yes,49,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,66.74,7321.82,Yes
XXXX-36736-XX,Female,Yes,No,No,48,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer,20.53,3179.41,Yes
XXXX-36790-XX,Male,No,No,Yes,23,No,No,DSL,Yes,No,Yes,No,No internet service,No internet service,One year,No,Credit card,50.6,6474.73,No
XXXX-36854-XX,Male,Yes,No,No,27,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,38.89,4095.6,Yes
XXXX-36962-XX,Female,Yes,Yes,No,31,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,No,Bank transfer,32.24,5681.19,Yes
XXXX-37139-XX,Male,Yes,Yes,Yes,64,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card,57.58,5928.4,No
XXXX-37192-XX,Male,Yes,Yes,Yes,57,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,22.54,6890.27,Yes
XXXX-37266-XX,Female,No,Yes,No,31,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,96.24,5420.28,No
XXXX-37285-XX,Female,Yes,Yes,No,64,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer,88.36,4079.88,No
XXXX-37350-XX,Male,No,No,Yes,62,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,79.02,8906.29,No
XXXX-37355-XX,Female,No,Yes,No,18,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card,44.63,6504.96,Yes
XXXX-37446-XX,Male,No,Yes,No,13,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Credit card,27.27,2557.98,No
XXXX-37532-XX,Female,No,No,Yes,56,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,33.14,1285.15,No
XXXX-37663-XX,Female,No,Yes,Yes,22,No,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,58.89,595.93,No
XXXX-37712-XX,Male,No,Yes,No,44,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card,106.2,780.39,No
